user_id,month,category,total_expense,income,savings
2,2025-01-01,entertainment,20375.87,119484.0,99108.13
2,2025-01-01,food,2230.84,119484.0,117253.16
2,2025-01-01,health,3300.65,119484.0,116183.35
2,2025-01-01,others,4529.25,119484.0,114954.75
2,2025-01-01,rent,22590.98,119484.0,96893.02
2,2025-01-01,transport,34848.39,119484.0,84635.61
2,2025-01-01,utilities,5416.56,119484.0,114067.44
2,2025-02-01,entertainment,11657.79,119484.0,107826.20999999999
2,2025-02-01,food,23067.16,119484.0,96416.84
2,2025-02-01,health,11542.63,119484.0,107941.37
2,2025-02-01,others,6813.55,119484.0,112670.45
2,2025-02-01,rent,39369.51,119484.0,80114.48999999999
2,2025-02-01,transport,6308.42,119484.0,113175.58
2,2025-02-01,utilities,952.11,119484.0,118531.89
2,2025-03-01,entertainment,17292.2,119484.0,102191.8
2,2025-03-01,food,21677.83,119484.0,97806.17
2,2025-03-01,health,1141.82,119484.0,118342.18
2,2025-03-01,others,5697.2,119484.0,113786.8
2,2025-03-01,rent,15857.05,119484.0,103626.95
2,2025-03-01,transport,16313.91,119484.0,103170.09
2,2025-03-01,utilities,14429.83,119484.0,105054.17
2,2025-04-01,entertainment,10955.54,119484.0,108528.45999999999
2,2025-04-01,food,14623.2,119484.0,104860.8
2,2025-04-01,health,10376.81,119484.0,109107.19
2,2025-04-01,others,18849.17,119484.0,100634.83
2,2025-04-01,rent,3650.06,119484.0,115833.94
2,2025-04-01,transport,24893.64,119484.0,94590.36
2,2025-04-01,utilities,13347.42,119484.0,106136.58
2,2025-05-01,entertainment,14671.84,119484.0,104812.16
2,2025-05-01,food,4026.52,119484.0,115457.48
2,2025-05-01,health,241.99,119484.0,119242.01
2,2025-05-01,others,7782.09,119484.0,111701.91
2,2025-05-01,rent,4295.44,119484.0,115188.56
2,2025-05-01,transport,49316.09,119484.0,70167.91
2,2025-05-01,utilities,13444.2,119484.0,106039.8
2,2025-06-01,entertainment,38247.88,119484.0,81236.12
2,2025-06-01,food,3085.27,119484.0,116398.73
2,2025-06-01,health,7532.87,119484.0,111951.13
2,2025-06-01,others,17993.82,119484.0,101490.18
2,2025-06-01,rent,9862.69,119484.0,109621.31
2,2025-06-01,transport,8365.98,119484.0,111118.02
2,2025-06-01,utilities,1297.89,119484.0,118186.11
2,2025-07-01,entertainment,758.51,119484.0,118725.49
2,2025-07-01,food,18987.23,119484.0,100496.77
2,2025-07-01,health,12642.71,119484.0,106841.29000000001
2,2025-07-01,others,7068.1,119484.0,112415.9
2,2025-07-01,rent,9389.05,119484.0,110094.95
2,2025-07-01,transport,27346.61,119484.0,92137.39
2,2025-07-01,utilities,5566.19,119484.0,113917.81
2,2025-08-01,entertainment,153.05,119484.0,119330.95
2,2025-08-01,food,29981.52,119484.0,89502.48
2,2025-08-01,health,1046.15,119484.0,118437.85
2,2025-08-01,others,1189.47,119484.0,118294.53
2,2025-08-01,rent,3435.19,119484.0,116048.81
2,2025-08-01,transport,21854.62,119484.0,97629.38
2,2025-08-01,utilities,30683.9,119484.0,88800.1
2,2025-09-01,entertainment,11000.92,119484.0,108483.08
2,2025-09-01,food,1967.6,119484.0,117516.4
2,2025-09-01,health,16971.05,119484.0,102512.95
2,2025-09-01,others,1165.46,119484.0,118318.54
2,2025-09-01,rent,3239.76,119484.0,116244.24
2,2025-09-01,transport,46162.62,119484.0,73321.38
2,2025-09-01,utilities,6575.11,119484.0,112908.89
2,2025-10-01,entertainment,154.45,119484.0,119329.55
2,2025-10-01,food,6488.11,119484.0,112995.89
2,2025-10-01,health,8475.23,119484.0,111008.77
2,2025-10-01,others,8525.25,119484.0,110958.75
2,2025-10-01,rent,31679.28,119484.0,87804.72
2,2025-10-01,transport,4737.47,119484.0,114746.53
2,2025-10-01,utilities,5635.57,119484.0,113848.43
3,2022-11-01,entertainment,5423.02,143651.0,138227.98
3,2022-11-01,food,18305.83,143651.0,125345.17
3,2022-11-01,health,46391.5,143651.0,97259.5
3,2022-11-01,others,16003.37,143651.0,127647.63
3,2022-11-01,rent,6928.92,143651.0,136722.08
3,2022-11-01,transport,11407.27,143651.0,132243.73
3,2022-11-01,utilities,5619.06,143651.0,138031.94
3,2022-12-01,entertainment,4371.0,143651.0,139280.0
3,2022-12-01,food,11189.09,143651.0,132461.91
3,2022-12-01,health,51300.44,143651.0,92350.56
3,2022-12-01,others,1190.32,143651.0,142460.68
3,2022-12-01,rent,8073.24,143651.0,135577.76
3,2022-12-01,transport,15914.95,143651.0,127736.05
